Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,City,State,Credit_Limit2
Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,28,5,6,3,30357,1255,29102,0.788,4435,68,0.889,0.041,Prichard,WV,30357
Existing Customer,57,F,1,Uneducated,Divorced,Less than $40K,Blue,47,6,6,1,2201,1420,781,0.762,4256,70,0.591,0.645,Broken Bow,OK,2201
Existing Customer,43,F,3,Post-Graduate,Single,$40K - $60K,Blue,24,3,3,4,5182,1607,3575,0.874,5235,92,0.586,0.31,Marietta,GA,5182
Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,47,6,3,4,2865,2022,843,0.547,3441,66,0.65,0.706,Attleboro,MA,2865
Existing Customer,51,M,1,High School,Single,$80K - $120K,Blue,45,6,1,3,13287,1864,11423,0.603,3851,75,0.705,0.14,Poway,CA,13287
Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,49,3,1,4,5668,2517,3151,0.704,3382,56,0.931,0.444,Greenville,NC,5668
Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29,6,3,1,1959,1268,691,0.731,4275,61,0.649,0.647,Fullerton,CA,1959
Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,27,4,3,3,3927,720,3207,0.63,4230,93,0.898,0.183,Claypool,IN,3927
Existing Customer,38,F,1,Uneducated,Married,Less than $40K,Blue,26,5,1,1,4345,838,3507,0.593,4770,62,0.722,0.193,Colorado Springs,CO,4345
Existing Customer,58,M,1,Uneducated,Single,$60K - $80K,Blue,46,6,3,1,2541,1053,1488,0.926,4552,82,0.745,0.414,Honolulu,HI,2541
Existing Customer,58,M,4,College,Single,$80K - $120K,Blue,47,6,3,0,26108,1146,24962,0.476,3677,70,0.892,0.044,Buffalo,NY,26108
Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,4,1438.3,949,489.3,0.736,4222,65,0.667,0.66,Miami,FL,1438.3
Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452,1151,5301,0.884,4835,84,0.714,0.178,Joliet,IL,6452
Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,36,6,5,4,1438.3,647,791.3,0.889,4803,64,0.684,0.45,Portage,WI,1438.3
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,41,4,1,2,2252,1811,441,0.68,4201,68,1.125,0.804,North Little Rock,AR,2252
Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,3,2370,2031,339,0.889,4000,79,0.975,0.857,Clinton Township,MI,2370
Existing Customer,56,F,4,High School,Single,$40K - $60K,Blue,44,3,2,2,2610,1988,622,0.576,4127,69,0.533,0.762,Chicago,IL,2610
Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,45,3,3,3,2918,2049,869,0.501,3818,61,0.605,0.702,Oviedo,FL,2918
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,36,5,1,4,2708,2271,437,0.61,4812,83,0.766,0.839,Weare,NH,2708
Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36,5,1,4,3666,1739,1927,0.779,4735,84,0.826,0.474,Wellsburg,WV,3666
Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,31,5,2,4,26303,2376,23927,0.583,3586,67,0.914,0.09,Bethesda,MD,26303
Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,29,6,3,2,1545,751,794,0.551,4477,62,0.59,0.486,Detroit,MI,1545
Existing Customer,43,F,5,Graduate,Single,Less than $40K,Blue,38,6,2,2,1438.3,604,834.3,0.771,4469,85,0.932,0.42,Henderson,NV,1438.3
Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,41,5,3,4,2340,1680,660,0.791,4751,83,0.804,0.718,Whittier,CA,2340
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,34,5,3,4,1926,879,1047,0.536,4385,71,0.614,0.456,Waterford,NY,1926
Existing Customer,49,F,3,Uneducated,Single,Less than $40K,Blue,36,4,1,4,4328,2058,2270,0.835,3421,61,1.033,0.476,Princeton,NJ,4328
Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,32,6,3,3,2943,2131,812,0.597,4554,75,0.562,0.724,Stuart,FL,2943
Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,5,2,2,2801,2467,334,0.701,4926,90,0.731,0.881,David City,NE,2801
Existing Customer,35,F,4,College,Married,Less than $40K,Blue,31,3,3,4,2933,1011,1922,0.814,5089,71,0.868,0.345,Waynesboro,VA,2933
Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,43,4,3,4,2961,2048,913,0.913,4056,92,0.769,0.692,Virginia Beach,VA,2961
Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,36,5,3,4,12229,997,11232,0.811,4284,75,0.596,0.082,Cincinnati,OH,12229
Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,21,3,1,1,2272,604,1668,0.987,4614,75,0.974,0.266,Central,SC,2272
Existing Customer,42,M,4,Uneducated,Married,$120K +,Blue,37,3,2,4,6953,1445,5508,0.591,3700,80,0.569,0.208,Wichita Falls,TX,6953
Existing Customer,48,F,4,College,Married,$40K - $60K,Blue,37,3,6,2,1792,933,859,0.821,4120,78,0.773,0.521,Myrtle Beach,SC,1792
Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,3,2,2,2765,901,1864,0.898,4990,80,0.905,0.326,Bristol,NH,2765
Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,34,3,1,4,6904,1148,5756,0.649,3485,84,0.615,0.166,Luverne,AL,6904
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,32,3,3,4,2884,2104,780,0.857,4486,93,0.86,0.73,Puyallup,WA,2884
Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,36,5,4,2,4542,1355,3187,0.48,4011,70,0.556,0.298,New Marshfield,OH,4542
Existing Customer,40,F,3,College,Single,Less than $40K,Blue,22,4,2,4,3372,2517,855,0.729,4209,72,0.756,0.746,New York,NY,3372
Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,48,3,2,4,5299,578,4721,0.931,4509,79,0.717,0.109,Houston,TX,5299
Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,35,3,1,4,2138,1283,855,0.645,4785,85,0.518,0.6,Carrollton,TX,2138
Existing Customer,48,F,4,Uneducated,Married,$40K - $60K,Blue,32,6,1,3,2690,1903,787,0.824,4567,81,0.8,0.707,Cherry Hill,NJ,2690
Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,2,1,8376,1165,7211,0.888,4142,67,0.634,0.139,Berlin,WI,8376
Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,2396,2217,179,0.978,4593,74,0.721,0.925,Thibodaux,LA,2396
Existing Customer,50,M,1,Doctorate,Married,$80K - $120K,Blue,36,5,3,3,18964,2207,16757,0.625,3835,78,0.625,0.116,Alhambra,CA,18964
Existing Customer,40,F,5,Graduate,Married,Less than $40K,Blue,30,3,2,2,2114,1618,496,0.664,4518,88,0.692,0.765,Andover,MN,2114
Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,4,1623,729,894,0.886,4423,65,0.806,0.449,Moreno Valley,CA,1623
Existing Customer,40,F,1,High School,Divorced,Less than $40K,Blue,30,6,2,1,2579,1959,620,0.618,4300,69,0.683,0.76,Pueblo,CO,2579
Existing Customer,48,F,5,Uneducated,Married,$40K - $60K,Blue,43,4,1,3,2866,921,1945,0.654,4615,72,0.6,0.321,Milwaukee,WI,2866
Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,0,2572,1161,1411,0.569,4315,85,0.518,0.451,San Francisco,CA,2572
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,4,2,3,2016,978,1038,0.736,4379,78,0.95,0.485,Ennis,TX,2016
Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,3871,2055,1816,0.824,5480,58,0.933,0.531,Calistoga,CA,3871
Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,4,3,4,1773,1539,234,0.893,4087,74,0.762,0.868,Cambridge,MA,1773
Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,2029,1377,652,0.838,4014,86,0.686,0.679,Stamford,CT,2029
Existing Customer,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,6,2,2,2941,1619,1322,0.9,5000,87,0.673,0.55,Cedar Park,TX,2941
Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3,3,6248,1493,4755,0.597,4664,60,0.579,0.239,Lost Creek,WV,6248
Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,35,3,1,1,2430,974,1456,0.677,4344,75,0.596,0.401,Mountlake Terrace,WA,2430
Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,37,4,3,2,2470,2013,457,0.97,4384,82,1,0.815,Paragould,AR,2470
Existing Customer,49,F,4,Doctorate,Single,$40K - $60K,Blue,39,5,3,1,3255,603,2652,0.617,4045,62,0.824,0.185,Abbeville,SC,3255
Existing Customer,43,F,2,Graduate,Divorced,Less than $40K,Blue,30,4,2,4,2351,2127,224,0.703,4278,71,0.821,0.905,Miami,FL,2351
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,4202,2201,2001,0.714,4385,78,0.66,0.524,Brooklyn,NY,4202
Existing Customer,53,M,3,Uneducated,Single,$80K - $120K,Blue,36,4,3,1,2611,787,1824,0.298,2955,56,0.6,0.301,Burke,VA,2611
Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,36,4,2,3,5245,802,4443,0.504,3648,74,0.574,0.153,Shelton,CT,5245
Existing Customer,40,M,3,Post-Graduate,Married,$120K +,Blue,36,4,2,4,7464,2517,4947,0.9,4348,62,0.879,0.337,Weatherford,TX,7464
Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,34,4,2,4,9863,686,9177,0.581,3068,58,0.933,0.07,Auburn,ME,9863
Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,22,4,2,4,2448,1740,708,0.901,4087,81,0.841,0.711,Lancaster,PA,2448
Existing Customer,53,F,3,Uneducated,Married,$40K - $60K,Blue,42,6,1,2,2293,1460,833,0.658,4436,74,0.542,0.637,Winder,GA,2293
Existing Customer,52,M,3,Uneducated,Single,$60K - $80K,Blue,40,3,1,1,1438.3,512,926.3,0.776,4791,82,0.708,0.356,Citrus Heights,CA,1438.3
Existing Customer,37,M,4,Doctorate,Single,$60K - $80K,Blue,31,6,3,0,1702,1018,684,0.645,4301,86,0.72,0.598,North Hollywood,CA,1702
Existing Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,1,4,3272,2323,949,1.123,4763,86,0.593,0.71,Los Angeles,CA,3272
Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,4,1,3,1640,999,641,0.811,4597,77,0.878,0.609,Rincon,GA,1640
Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,23,5,2,1,7116,981,6135,0.858,4748,85,0.735,0.138,Huntington,WV,7116
Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,43,5,2,4,2082,805,1277,1.049,4383,75,0.875,0.387,Riverside,CA,2082
Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,46,6,2,4,5626,778,4848,1.009,4957,84,1.049,0.138,Mckinney,TX,5626
Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,32,6,3,4,2427,1581,846,0.694,3857,69,0.816,0.651,Fort Mill,SC,2427
Existing Customer,55,F,2,Uneducated,Married,$40K - $60K,Blue,48,4,1,1,3011,2138,873,0.565,4439,75,0.875,0.71,Alpine,UT,3011
Existing Customer,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,5,1,4,7492,1399,6093,0.533,3668,67,0.675,0.187,San Leandro,CA,7492
Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,1,4,2573,1280,1293,0.718,4289,81,0.841,0.497,Columbus,OH,2573
Existing Customer,49,M,3,College,Single,$60K - $80K,Gold,36,5,3,1,34516,1255,33261,0.731,3847,73,0.698,0.036,Powell,OH,34516
Existing Customer,47,F,2,College,Single,Less than $40K,Blue,40,4,3,3,1789,1088,701,0.683,4191,90,0.525,0.608,Rosebush,MI,1789
Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45,4,3,0,3272,1896,1376,0.725,4220,74,0.897,0.579,Warren,OH,3272
Existing Customer,33,F,0,Graduate,Single,Less than $40K,Blue,26,6,1,3,2382,1565,817,0.73,4011,68,0.838,0.657,Barnhart,MO,2382
Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,6,4,1,1981,1448,533,0.723,4639,61,0.743,0.731,Cordova,TN,1981
Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,5,3,4,2574,1555,1019,0.583,4134,62,0.55,0.604,Oxford,MI,2574
Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,20,3,3,4,2112,1109,1003,0.693,4729,78,0.733,0.525,Orlando,FL,2112
Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28,4,3,2,3044,1865,1179,0.852,4854,85,1.024,0.613,Okmulgee,OK,3044
Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,45,3,3,2,2721,2159,562,0.846,4578,81,0.653,0.793,San Antonio,TX,2721
Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,36,4,3,2,2325,1662,663,0.8,4471,83,0.804,0.715,Wyoming,MI,2325
Existing Customer,60,F,0,Doctorate,Single,Less than $40K,Blue,42,5,3,3,2758,1429,1329,0.718,5124,74,0.644,0.518,Kent,OH,2758
Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,2,2,9705,850,8855,0.481,2001,34,0.889,0.088,Mamaroneck,NY,9705
Existing Customer,41,F,0,High School,Married,Less than $40K,Blue,31,4,2,4,2685,1647,1038,0.812,4625,94,0.516,0.613,Thomson,GA,2685
Existing Customer,60,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694,1923,771,0.714,3837,71,0.732,0.714,Tampa,FL,2694
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2477,2123,354,0.699,4349,69,0.725,0.857,Loganville,GA,2477
Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,3,34516,1396,33120,0.688,3748,62,0.938,0.04,Birmingham,AL,34516
Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,30,3,3,1,2479,1759,720,0.81,4562,86,0.72,0.71,El Cajon,CA,2479
Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,38,5,4,2,7398,1581,5817,0.428,4311,73,0.921,0.214,North Myrtle Beach,SC,7398
Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38,5,3,4,34516,1802,32714,0.912,4544,80,0.569,0.052,Sylmar,CA,34516
Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,36,5,2,2,2688,1617,1071,0.552,4183,71,0.614,0.602,Lake Hopatcong,NJ,2688
Existing Customer,43,F,4,High School,Single,$40K - $60K,Blue,36,3,3,2,4902,2517,2385,0.982,4508,69,0.643,0.513,Cape Coral,FL,4902
Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,34,3,1,4,5069,1843,3226,0.826,4055,66,0.692,0.364,Mokena,IL,5069
Existing Customer,50,M,1,College,Single,$40K - $60K,Blue,41,3,1,1,2800,1338,1462,0.818,4869,90,0.8,0.478,Little Silver,NJ,2800
Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,36,4,3,1,2713,1990,723,0.7,4027,67,0.634,0.734,Bronx,NY,2713
Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,3,4,2930,1901,1029,0.638,4041,75,0.596,0.649,Columbus,OH,2930
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,4,2178,1455,723,1.001,5363,76,0.81,0.668,Columbus,OH,2178
Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,5,3,2,2021,1281,740,0.847,4642,97,0.672,0.634,Eaton,IN,2021
Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29,5,2,2,18284,1144,17140,0.767,4846,92,0.736,0.063,Eight Mile,AL,18284
Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,3,2,34516,1642,32874,0.891,4161,71,0.868,0.048,Columbus,OH,34516
Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37,3,1,2,1793,1284,509,0.902,3989,62,0.938,0.716,Indianapolis,IN,1793
Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,2,2,21800,893,20907,0.445,3820,62,0.676,0.041,Osceola,AR,21800
Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,38,3,3,2,1485,736,749,0.622,4198,65,0.912,0.496,Aurora,IL,1485
Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,38,4,1,3,2505,2282,223,0.712,4333,77,0.833,0.911,Fort Lauderdale,FL,2505
Existing Customer,48,M,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307,2234,1073,0.818,4006,68,0.838,0.676,Twin Falls,ID,3307
Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,17,4,3,4,2431,1846,585,0.612,4327,74,0.644,0.759,Yonkers,NY,2431
Existing Customer,43,F,4,High School,Divorced,$40K - $60K,Blue,34,5,1,1,6034,1579,4455,0.753,4712,67,0.914,0.262,Chula Vista,CA,6034
Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,34,4,1,3,1963,1524,439,0.879,3492,59,1.034,0.776,New York,NY,1963
Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,4,1,3,2922,1212,1710,0.662,3895,70,0.591,0.415,Palmdale,CA,2922
Existing Customer,50,M,4,College,Single,$40K - $60K,Blue,45,4,3,1,6943,600,6343,0.653,4946,80,0.739,0.086,Jasper,IN,6943
Existing Customer,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,1,2,2383,1516,867,0.857,4917,78,0.95,0.636,Muncie,IN,2383
Existing Customer,46,F,5,High School,Single,Less than $40K,Blue,36,6,3,3,1787,1324,463,0.684,4084,79,1.026,0.741,Sarasota,FL,1787
Existing Customer,46,M,3,College,Single,$120K +,Blue,30,5,1,2,27378,1893,25485,0.432,3934,78,0.592,0.069,Beaverton,OR,27378
Existing Customer,49,M,3,College,Single,Less than $40K,Blue,38,5,3,1,7862,1991,5871,0.654,3645,82,0.608,0.253,Gadsden,AL,7862
Existing Customer,47,M,3,College,Married,$60K - $80K,Blue,36,5,1,3,4284,1900,2384,0.971,4948,85,0.848,0.444,Queensbury,NY,4284
Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473,Fontana,CA,1438.3
Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,1,4,4712,1920,2792,0.596,4277,66,0.571,0.407,Rockford,IL,4712
Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,4,3,4,2264,928,1336,0.662,4150,83,0.844,0.41,Elkton,VA,2264
Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,35,6,1,0,2919,1670,1249,1.041,4194,72,0.756,0.572,Rialto,CA,2919
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,29,5,1,4,6125,1329,4796,0.646,5481,68,0.7,0.217,Lebanon,MO,6125
Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41,4,2,2,5616,2410,3206,0.962,3410,62,0.59,0.429,Pana,IL,5616
Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,2836,862,1974,0.772,4121,83,0.694,0.304,North Highlands,CA,2836
Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,40,4,5,4,14951,1413,13538,0.784,3899,68,1.061,0.095,Eureka,CA,14951
Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,43,6,3,2,2172,644,1528,0.673,4657,82,0.907,0.297,Atlanta,GA,2172
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,35,4,3,1,3390,2180,1210,0.877,4585,78,0.95,0.643,Silver City,NM,3390
Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2193,1084,1109,0.974,4755,81,0.761,0.494,Los Angeles,CA,2193
Existing Customer,40,F,4,College,Single,Less than $40K,Blue,20,4,3,2,2801,1731,1070,0.644,4568,83,0.93,0.618,Freeland,PA,2801
Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,31,4,2,1,11186,2231,8955,0.708,3692,84,0.647,0.199,Clearwater,FL,11186
Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,39,4,5,2,2434,1340,1094,0.668,4498,76,0.81,0.551,Pinehurst,NC,2434
Existing Customer,59,F,1,High School,Single,Less than $40K,Blue,53,4,3,3,2716,1740,976,0.65,4208,69,0.568,0.641,Miami,FL,2716
Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,5,2,3,2472,1899,573,0.77,4408,86,0.792,0.768,Alexandria,MN,2472
Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,29,5,3,2,1438.3,722,716.3,0.894,4983,53,1.12,0.502,Fort Dodge,IA,1438.3
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,4,3,3,3189,1863,1326,0.77,4805,76,0.949,0.584,Fort Wayne,IN,3189
Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,41,4,2,2,2092,1575,517,0.838,5124,70,0.522,0.753,Durham,NC,2092
Existing Customer,37,F,2,High School,Married,$40K - $60K,Blue,26,3,2,3,2946,2517,429,0.841,5259,89,0.78,0.854,Walnut Creek,CA,2946
Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,36,3,1,2,4143,1888,2255,0.561,3940,74,0.805,0.456,Sherwood,AR,4143
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,29,6,1,1,3304,1338,1966,0.615,5178,79,0.756,0.405,Medford,NJ,3304
Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,30,6,3,2,3125,2041,1084,0.675,4372,68,0.659,0.653,Glenview,IL,3125
Existing Customer,51,F,2,Doctorate,Single,Less than $40K,Blue,40,3,3,3,1438.3,1153,285.3,0.866,4263,84,0.909,0.802,Williamstown,NJ,1438.3
Existing Customer,41,M,5,Graduate,Single,$80K - $120K,Blue,28,3,2,0,2491,1979,512,0.629,1911,35,0.75,0.794,Grand Prairie,TX,2491
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,22,4,3,3,1938,1175,763,0.85,4606,75,0.875,0.606,Honesdale,PA,1938
Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,2,3,3188,2002,1186,0.825,4606,83,0.804,0.628,Mackinaw,IL,3188
Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,29,6,1,2,2288,1505,783,0.788,4396,68,0.659,0.658,Compton,CA,2288
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,42,6,3,3,12882,1402,11480,0.783,4407,84,0.647,0.109,Glendale,CA,12882
Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,35,5,2,2,2303,722,1581,0.807,4469,80,0.778,0.314,San Antonio,TX,2303
Existing Customer,55,F,3,High School,Single,$40K - $60K,Blue,42,3,3,2,2873,2455,418,1,4563,72,0.756,0.855,Louisville,OH,2873
Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,2836,1362,1474,0.661,4192,90,0.731,0.48,Sioux Falls,SD,2836
Existing Customer,48,F,5,Graduate,Single,Less than $40K,Blue,38,5,3,2,1605,1300,305,0.95,4495,67,0.718,0.81,Bronx,NY,1605
Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,50,5,3,2,3426,1650,1776,0.622,4467,69,1.029,0.482,Somerset,CA,3426
Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,36,3,1,3,4476,1492,2984,0.933,4603,87,0.706,0.333,Lansdale,PA,4476
Existing Customer,40,M,4,High School,Married,$80K - $120K,Blue,21,3,2,3,11502,2066,9436,0.889,4786,85,1.125,0.18,Vero Beach,FL,11502
Existing Customer,53,F,4,Graduate,Married,Less than $40K,Blue,46,6,3,3,4430,1579,2851,0.836,4833,82,0.673,0.356,Baton Rouge,LA,4430
Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,3,2919,2032,887,0.654,4937,75,0.667,0.696,Colmar,PA,2919
Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,3,2796,1035,1761,0.664,4869,78,0.857,0.37,Hartsdale,NY,2796
Existing Customer,43,M,1,High School,Single,$60K - $80K,Blue,31,5,3,2,2834,1720,1114,0.62,4581,70,0.591,0.607,Sanford,FL,2834
Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,41,3,3,2,1522,1273,249,0.735,5005,77,0.674,0.836,Brandon,MS,1522
Existing Customer,48,M,3,College,Married,Less than $40K,Blue,36,3,1,2,8795,1318,7477,0.563,4681,74,0.682,0.15,Brooklyn,NY,8795
Existing Customer,34,F,2,College,Single,Less than $40K,Blue,20,5,2,3,2715,1503,1212,0.704,4177,68,0.659,0.554,Iron Mountain,MI,2715
Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,2,2097,1224,873,0.819,5059,79,0.681,0.584,North Dartmouth,MA,2097
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,30,3,2,2,3028,2270,758,0.804,4727,78,0.66,0.75,Lucama,NC,3028
Existing Customer,34,F,2,College,Single,Less than $40K,Blue,22,5,2,0,1695,761,934,0.797,4905,91,0.75,0.449,Hyde Park,MA,1695
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,28,4,3,3,1438.3,599,839.3,0.897,5136,76,0.9,0.416,Miami,FL,1438.3
Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,44,4,1,1,1904,886,1018,0.695,4798,85,0.809,0.465,Ankeny,IA,1904
